ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence,scenario
Myanmar,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Philippines,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Singapore,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Thailand,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Vietnam,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Brunei,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Cambodia,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Indonesia,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Laos,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Malaysia,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Myanmar,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Philippines,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Singapore,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Thailand,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Vietnam,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Brunei,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Cambodia,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Indonesia,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Laos,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Malaysia,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Myanmar,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Philippines,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Singapore,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Thailand,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Vietnam,Transformation\Gasoline Blending\Processes\Gasoline,Exogenous Capacity,100000,Megawatt,,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the fossil leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Brunei,Transformation\Diesel Blending\Processes\Biodiesel,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Biodiesel,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Cambodia,Transformation\Diesel Blending\Processes\Biodiesel,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Biodiesel,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Indonesia,Transformation\Diesel Blending\Processes\Biodiesel,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Biodiesel,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Laos,Transformation\Diesel Blending\Processes\Biodiesel,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Biodiesel,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Malaysia,Transformation\Diesel Blending\Processes\Biodiesel,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Biodiesel,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Myanmar,Transformation\Diesel Blending\Processes\Biodiesel,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Biodiesel,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Philippines,Transformation\Diesel Blending\Processes\Biodiesel,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Biodiesel,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Singapore,Transformation\Diesel Blending\Processes\Biodiesel,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Biodiesel,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Thailand,Transformation\Diesel Blending\Processes\Biodiesel,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Biodiesel,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Vietnam,Transformation\Diesel Blending\Processes\Biodiesel,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Biodiesel,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Brunei,Transformation\Gasoline Blending\Processes\Ethanol,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Bioethanol,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Cambodia,Transformation\Gasoline Blending\Processes\Ethanol,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Bioethanol,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Indonesia,Transformation\Gasoline Blending\Processes\Ethanol,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Bioethanol,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Laos,Transformation\Gasoline Blending\Processes\Ethanol,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Bioethanol,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Malaysia,Transformation\Gasoline Blending\Processes\Ethanol,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Bioethanol,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Myanmar,Transformation\Gasoline Blending\Processes\Ethanol,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Bioethanol,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Philippines,Transformation\Gasoline Blending\Processes\Ethanol,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Bioethanol,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Singapore,Transformation\Gasoline Blending\Processes\Ethanol,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Bioethanol,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Thailand,Transformation\Gasoline Blending\Processes\Ethanol,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Bioethanol,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Vietnam,Transformation\Gasoline Blending\Processes\Ethanol,Maximum Capacity,"Max(Exogenous Capacity[MW], 100000)",Megawatt,Bioethanol,USER RULING R6 + R7 house idiom,"Was 'Unlimited' (canon ALL (12 regions), RAS). UPPER bound. R7 pattern, reference FIRST / numeric LAST (S11.2e). The Max() guarantees the cap can never fall below the Exogenous Capacity floor authored in 6a (100000 MW), so LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt cannot fire. [MW] unit tag is the calc-proven canon form (S11.2e Max(Exogenous Capacity[MW], 1874.0)).",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
