ams,branch,variable,expression,unit,fuel,source,note,src_csv,data_confidence,scenario
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Activity Level,"Interp(2023, 0, 2024, 0.2963, 2025, 0.7219, 2026, 1.3079, 2027, 2.0692, 2028, 2.9873, 2029, 4, 2030, 5.0127, 2031, 5.9308, 2032, 6.6921, 2033, 7.2781, 2034, 7.7037, 2035, 8, 2036, 8, 2037, 8, 2038, 8, 2039, 8, 2040, 8, 2041, 8, 2042, 8, 2043, 8, 2044, 8, 2045, 8, 2046, 8, 2047, 8, 2048, 8, 2049, 8, 2050, 8, 2051, 8, 2052, 8, 2053, 8, 2054, 8, 2055, 8, 2056, 8, 2057, 8, 2058, 8, 2059, 8, 2060, 8)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Efficient (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,Activity Level,"Interp(2023, 100, 2024, 98.7133, 2025, 97.0741, 2026, 95.0222, 2027, 92.5097, 2028, 89.5149, 2029, 86.0574, 2030, 82.2103, 2031, 78.101, 2032, 73.899, 2033, 69.7897, 2034, 65.9426, 2035, 62.4851, 2036, 59.4903, 2037, 56.9778, 2038, 54.9259, 2039, 53.2867, 2040, 52, 2041, 52, 2042, 52, 2043, 52, 2044, 52, 2045, 52, 2046, 52, 2047, 52, 2048, 52, 2049, 52, 2050, 52, 2051, 52, 2052, 52, 2053, 52, 2054, 52, 2055, 52, 2056, 52, 2057, 52, 2058, 52, 2059, 52, 2060, 52)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Sales_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,Activity Level,"Interp(2023, 100, 2024, 97.6294, 2025, 94.2244, 2026, 89.5368, 2027, 83.4462, 2028, 76.1012, 2029, 68, 2030, 59.8988, 2031, 52.5538, 2032, 46.4632, 2033, 41.7756, 2034, 38.3706, 2035, 36, 2036, 36, 2037, 36, 2038, 36, 2039, 36, 2040, 36, 2041, 36, 2042, 36, 2043, 36, 2044, 36, 2045, 36, 2046, 36, 2047, 36, 2048, 36, 2049, 36, 2050, 36, 2051, 36, 2052, 36, 2053, 36, 2054, 36, 2055, 36, 2056, 36, 2057, 36, 2058, 36, 2059, 36, 2060, 36)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Efficient (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,Activity Level,"Interp(2023, 0, 2024, 0.6433, 2025, 1.463, 2026, 2.4889, 2027, 3.7451, 2028, 5.2426, 2029, 6.9713, 2030, 8.8949, 2031, 10.9495, 2032, 13.0505, 2033, 15.1051, 2034, 17.0287, 2035, 18.7574, 2036, 20.2549, 2037, 21.5111, 2038, 22.537, 2039, 23.3567, 2040, 24, 2041, 24, 2042, 24, 2043, 24, 2044, 24, 2045, 24, 2046, 24, 2047, 24, 2048, 24, 2049, 24, 2050, 24, 2051, 24, 2052, 24, 2053, 24, 2054, 24, 2055, 24, 2056, 24, 2057, 24, 2058, 24, 2059, 24, 2060, 24)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Sales_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Stock_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Refrigeration\Efficient,Activity Level,"Interp(2023, 0, 2024, 0.8578, 2025, 1.9506, 2026, 3.3185, 2027, 4.9935, 2028, 6.9901, 2029, 9.295, 2030, 11.8598, 2031, 14.5994, 2032, 17.4006, 2033, 20.1402, 2034, 22.705, 2035, 25.0099, 2036, 27.0065, 2037, 28.6815, 2038, 30.0494, 2039, 31.1422, 2040, 32, 2041, 32, 2042, 32, 2043, 32, 2044, 32, 2045, 32, 2046, 32, 2047, 32, 2048, 32, 2049, 32, 2050, 32, 2051, 32, 2052, 32, 2053, 32, 2054, 32, 2055, 32, 2056, 32, 2057, 32, 2058, 32, 2059, 32, 2060, 32)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=logistic_transition; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Existing (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Refrigeration\Efficient,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Existing (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Refrigeration\Efficient,Activity Level,"Interp(2023, 0, 2024, 2.0743, 2025, 5.0536, 2026, 9.1553, 2027, 14.4846, 2028, 20.9114, 2029, 28, 2030, 35.0886, 2031, 41.5154, 2032, 46.8447, 2033, 50.9464, 2034, 53.9257, 2035, 56, 2036, 56, 2037, 56, 2038, 56, 2039, 56, 2040, 56, 2041, 56, 2042, 56, 2043, 56, 2044, 56, 2045, 56, 2046, 56, 2047, 56, 2048, 56, 2049, 56, 2050, 56, 2051, 56, 2052, 56, 2053, 56, 2054, 56, 2055, 56, 2056, 56, 2057, 56, 2058, 56, 2059, 56, 2060, 56)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=logistic_transition; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Existing (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,"Interp(2023, 0, 2024, 0.2413, 2025, 0.5486, 2026, 0.9333, 2027, 1.4044, 2028, 1.966, 2029, 2.6142, 2030, 3.3356, 2031, 4.1061, 2032, 4.8939, 2033, 5.6644, 2034, 6.3858, 2035, 7.034, 2036, 7.5956, 2037, 8.0667, 2038, 8.4514, 2039, 8.7587, 2040, 9, 2041, 9, 2042, 9, 2043, 9, 2044, 9, 2045, 9, 2046, 9, 2047, 9, 2048, 9, 2049, 9, 2050, 9, 2051, 9, 2052, 9, 2053, 9, 2054, 9, 2055, 9, 2056, 9, 2057, 9, 2058, 9, 2059, 9, 2060, 9)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Sales_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Stock_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,"Interp(2023, 0, 2024, 1.0001, 2025, 2.4366, 2026, 4.4142, 2027, 6.9837, 2028, 10.0823, 2029, 13.5, 2030, 16.9177, 2031, 20.0163, 2032, 22.5858, 2033, 24.5634, 2034, 25.9999, 2035, 27, 2036, 27, 2037, 27, 2038, 27, 2039, 27, 2040, 27, 2041, 27, 2042, 27, 2043, 27, 2044, 27, 2045, 27, 2046, 27, 2047, 27, 2048, 27, 2049, 27, 2050, 27, 2051, 27, 2052, 27, 2053, 27, 2054, 27, 2055, 27, 2056, 27, 2057, 27, 2058, 27, 2059, 27, 2060, 27)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Efficient (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Stock_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Activity Level,"Interp(2023, 0, 2024, 0.3334, 2025, 0.8122, 2026, 1.4714, 2027, 2.3279, 2028, 3.3608, 2029, 4.5, 2030, 5.6392, 2031, 6.6721, 2032, 7.5286, 2033, 8.1878, 2034, 8.6666, 2035, 9, 2036, 9, 2037, 9, 2038, 9, 2039, 9, 2040, 9, 2041, 9, 2042, 9, 2043, 9, 2044, 9, 2045, 9, 2046, 9, 2047, 9, 2048, 9, 2049, 9, 2050, 9, 2051, 9, 2052, 9, 2053, 9, 2054, 9, 2055, 9, 2056, 9, 2057, 9, 2058, 9, 2059, 9, 2060, 9)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Efficient (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,Activity Level,"Interp(2023, 100, 2024, 98.5525, 2025, 96.7083, 2026, 94.4, 2027, 91.5734, 2028, 88.2042, 2029, 84.3146, 2030, 79.9865, 2031, 75.3636, 2032, 70.6364, 2033, 66.0135, 2034, 61.6854, 2035, 57.7958, 2036, 54.4266, 2037, 51.6, 2038, 49.2917, 2039, 47.4475, 2040, 46, 2041, 46, 2042, 46, 2043, 46, 2044, 46, 2045, 46, 2046, 46, 2047, 46, 2048, 46, 2049, 46, 2050, 46, 2051, 46, 2052, 46, 2053, 46, 2054, 46, 2055, 46, 2056, 46, 2057, 46, 2058, 46, 2059, 46, 2060, 46)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Sales_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,Activity Level,"Interp(2023, 100, 2024, 97.333, 2025, 93.5025, 2026, 88.2289, 2027, 81.3769, 2028, 73.1139, 2029, 64, 2030, 54.8861, 2031, 46.6231, 2032, 39.7711, 2033, 34.4975, 2034, 30.667, 2035, 28, 2036, 28, 2037, 28, 2038, 28, 2039, 28, 2040, 28, 2041, 28, 2042, 28, 2043, 28, 2044, 28, 2045, 28, 2046, 28, 2047, 28, 2048, 28, 2049, 28, 2050, 28, 2051, 28, 2052, 28, 2053, 28, 2054, 28, 2055, 28, 2056, 28, 2057, 28, 2058, 28, 2059, 28, 2060, 28)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Efficient (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,Activity Level,"Interp(2023, 0, 2024, 0.7238, 2025, 1.6458, 2026, 2.8, 2027, 4.2133, 2028, 5.8979, 2029, 7.8427, 2030, 10.0067, 2031, 12.3182, 2032, 14.6818, 2033, 16.9933, 2034, 19.1573, 2035, 21.1021, 2036, 22.7867, 2037, 24.2, 2038, 25.3542, 2039, 26.2762, 2040, 27, 2041, 27, 2042, 27, 2043, 27, 2044, 27, 2045, 27, 2046, 27, 2047, 27, 2048, 27, 2049, 27, 2050, 27, 2051, 27, 2052, 27, 2053, 27, 2054, 27, 2055, 27, 2056, 27, 2057, 27, 2058, 27, 2059, 27, 2060, 27)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Sales_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Stock_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Refrigeration\Efficient,Activity Level,"Interp(2023, 0, 2024, 0.965, 2025, 2.1944, 2026, 3.7334, 2027, 5.6177, 2028, 7.8639, 2029, 10.4569, 2030, 13.3423, 2031, 16.4243, 2032, 19.5757, 2033, 22.6577, 2034, 25.5431, 2035, 28.1361, 2036, 30.3823, 2037, 32.2666, 2038, 33.8056, 2039, 35.035, 2040, 36, 2041, 36, 2042, 36, 2043, 36, 2044, 36, 2045, 36, 2046, 36, 2047, 36, 2048, 36, 2049, 36, 2050, 36, 2051, 36, 2052, 36, 2053, 36, 2054, 36, 2055, 36, 2056, 36, 2057, 36, 2058, 36, 2059, 36, 2060, 36)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=logistic_transition; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Existing (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Refrigeration\Efficient,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Existing (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Refrigeration\Efficient,Activity Level,"Interp(2023, 0, 2024, 2.3336, 2025, 5.6853, 2026, 10.2997, 2027, 16.2952, 2028, 23.5253, 2029, 31.5, 2030, 39.4747, 2031, 46.7048, 2032, 52.7003, 2033, 57.3147, 2034, 60.6664, 2035, 63, 2036, 63, 2037, 63, 2038, 63, 2039, 63, 2040, 63, 2041, 63, 2042, 63, 2043, 63, 2044, 63, 2045, 63, 2046, 63, 2047, 63, 2048, 63, 2049, 63, 2050, 63, 2051, 63, 2052, 63, 2053, 63, 2054, 63, 2055, 63, 2056, 63, 2057, 63, 2058, 63, 2059, 63, 2060, 63)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=logistic_transition; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Existing (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,"Interp(2023, 0, 2024, 0.2681, 2025, 0.6096, 2026, 1.037, 2027, 1.5605, 2028, 2.1844, 2029, 2.9047, 2030, 3.7062, 2031, 4.5623, 2032, 5.4377, 2033, 6.2938, 2034, 7.0953, 2035, 7.8156, 2036, 8.4395, 2037, 8.963, 2038, 9.3904, 2039, 9.7319, 2040, 10, 2041, 10, 2042, 10, 2043, 10, 2044, 10, 2045, 10, 2046, 10, 2047, 10, 2048, 10, 2049, 10, 2050, 10, 2051, 10, 2052, 10, 2053, 10, 2054, 10, 2055, 10, 2056, 10, 2057, 10, 2058, 10, 2059, 10, 2060, 10)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Sales_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Stock_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,"Interp(2023, 0, 2024, 1.1112, 2025, 2.7073, 2026, 4.9046, 2027, 7.7596, 2028, 11.2025, 2029, 15, 2030, 18.7975, 2031, 22.2404, 2032, 25.0954, 2033, 27.2927, 2034, 28.8888, 2035, 30, 2036, 30, 2037, 30, 2038, 30, 2039, 30, 2040, 30, 2041, 30, 2042, 30, 2043, 30, 2044, 30, 2045, 30, 2046, 30, 2047, 30, 2048, 30, 2049, 30, 2050, 30, 2051, 30, 2052, 30, 2053, 30, 2054, 30, 2055, 30, 2056, 30, 2057, 30, 2058, 30, 2059, 30, 2060, 30)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Efficient (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Stock_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Activity Level,"Interp(2023, 0, 2024, 0.3704, 2025, 0.9024, 2026, 1.6349, 2027, 2.5865, 2028, 3.7342, 2029, 5, 2030, 6.2658, 2031, 7.4135, 2032, 8.3651, 2033, 9.0976, 2034, 9.6296, 2035, 10, 2036, 10, 2037, 10, 2038, 10, 2039, 10, 2040, 10, 2041, 10, 2042, 10, 2043, 10, 2044, 10, 2045, 10, 2046, 10, 2047, 10, 2048, 10, 2049, 10, 2050, 10, 2051, 10, 2052, 10, 2053, 10, 2054, 10, 2055, 10, 2056, 10, 2057, 10, 2058, 10, 2059, 10, 2060, 10)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Efficient (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,Activity Level,"Interp(2023, 100, 2024, 98.3916, 2025, 96.3426, 2026, 93.7777, 2027, 90.6371, 2028, 86.8936, 2029, 82.5718, 2030, 77.7628, 2031, 72.6262, 2032, 67.3738, 2033, 62.2372, 2034, 57.4282, 2035, 53.1064, 2036, 49.3629, 2037, 46.2223, 2038, 43.6574, 2039, 41.6084, 2040, 40, 2041, 40, 2042, 40, 2043, 40, 2044, 40, 2045, 40, 2046, 40, 2047, 40, 2048, 40, 2049, 40, 2050, 40, 2051, 40, 2052, 40, 2053, 40, 2054, 40, 2055, 40, 2056, 40, 2057, 40, 2058, 40, 2059, 40, 2060, 40)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Sales_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,Activity Level,"Interp(2023, 100, 2024, 97.0367, 2025, 92.7805, 2026, 86.921, 2027, 79.3077, 2028, 70.1265, 2029, 60, 2030, 49.8735, 2031, 40.6923, 2032, 33.079, 2033, 27.2195, 2034, 22.9633, 2035, 20, 2036, 20, 2037, 20, 2038, 20, 2039, 20, 2040, 20, 2041, 20, 2042, 20, 2043, 20, 2044, 20, 2045, 20, 2046, 20, 2047, 20, 2048, 20, 2049, 20, 2050, 20, 2051, 20, 2052, 20, 2053, 20, 2054, 20, 2055, 20, 2056, 20, 2057, 20, 2058, 20, 2059, 20, 2060, 20)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Efficient (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,Activity Level,"Interp(2023, 0, 2024, 0.8042, 2025, 1.8287, 2026, 3.1111, 2027, 4.6814, 2028, 6.5532, 2029, 8.7141, 2030, 11.1186, 2031, 13.6869, 2032, 16.3131, 2033, 18.8814, 2034, 21.2859, 2035, 23.4468, 2036, 25.3186, 2037, 26.8889, 2038, 28.1713, 2039, 29.1958, 2040, 30, 2041, 30, 2042, 30, 2043, 30, 2044, 30, 2045, 30, 2046, 30, 2047, 30, 2048, 30, 2049, 30, 2050, 30, 2051, 30, 2052, 30, 2053, 30, 2054, 30, 2055, 30, 2056, 30, 2057, 30, 2058, 30, 2059, 30, 2060, 30)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Sales_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Stock_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Refrigeration\Efficient,Activity Level,"Interp(2023, 0, 2024, 1.0722, 2025, 2.4383, 2026, 4.1482, 2027, 6.2419, 2028, 8.7376, 2029, 11.6188, 2030, 14.8248, 2031, 18.2492, 2032, 21.7508, 2033, 25.1752, 2034, 28.3812, 2035, 31.2624, 2036, 33.7581, 2037, 35.8518, 2038, 37.5617, 2039, 38.9278, 2040, 40, 2041, 40, 2042, 40, 2043, 40, 2044, 40, 2045, 40, 2046, 40, 2047, 40, 2048, 40, 2049, 40, 2050, 40, 2051, 40, 2052, 40, 2053, 40, 2054, 40, 2055, 40, 2056, 40, 2057, 40, 2058, 40, 2059, 40, 2060, 40)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=logistic_transition; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Existing (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Refrigeration\Efficient,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Existing (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Refrigeration\Efficient,Activity Level,"Interp(2023, 0, 2024, 2.5929, 2025, 6.3171, 2026, 11.4441, 2027, 18.1058, 2028, 26.1393, 2029, 35, 2030, 43.8607, 2031, 51.8942, 2032, 58.5559, 2033, 63.6829, 2034, 67.4071, 2035, 70, 2036, 70, 2037, 70, 2038, 70, 2039, 70, 2040, 70, 2041, 70, 2042, 70, 2043, 70, 2044, 70, 2045, 70, 2046, 70, 2047, 70, 2048, 70, 2049, 70, 2050, 70, 2051, 70, 2052, 70, 2053, 70, 2054, 70, 2055, 70, 2056, 70, 2057, 70, 2058, 70, 2059, 70, 2060, 70)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=logistic_transition; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Existing (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,"Interp(2023, 0, 2024, 0.2681, 2025, 0.6096, 2026, 1.037, 2027, 1.5605, 2028, 2.1844, 2029, 2.9047, 2030, 3.7062, 2031, 4.5623, 2032, 5.4377, 2033, 6.2938, 2034, 7.0953, 2035, 7.8156, 2036, 8.4395, 2037, 8.963, 2038, 9.3904, 2039, 9.7319, 2040, 10, 2041, 10, 2042, 10, 2043, 10, 2044, 10, 2045, 10, 2046, 10, 2047, 10, 2048, 10, 2049, 10, 2050, 10, 2051, 10, 2052, 10, 2053, 10, 2054, 10, 2055, 10, 2056, 10, 2057, 10, 2058, 10, 2059, 10, 2060, 10)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Sales_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Stock_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
