branch_path,variable,scenario,region,expression,units,scale,per,source
Transformation\Centralized Electricity Generation\Processes\Tidal,Capacity Additions,Current Accounts,Indonesia,"Add(2028, 40)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Tidal,Capacity Additions,Baseline Simulation,Indonesia,"Add(2028, 40)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Tidal,Capacity Additions,AMS Target Scenario,Indonesia,"Add(2028, 40)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Tidal,Capacity Additions,Regional Aspiration Scenario,Indonesia,"Add(2028, 40)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,Current Accounts,Indonesia,"Add(2026, 18, 2028, 165, 2029, 150, 2030, 101, 2033, 19)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,Baseline Simulation,Indonesia,"Add(2026, 18, 2028, 165, 2029, 150, 2030, 101, 2033, 19)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,AMS Target Scenario,Indonesia,"Add(2026, 18, 2028, 165, 2029, 150, 2030, 101, 2033, 19)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,Regional Aspiration Scenario,Indonesia,"Add(2026, 18, 2028, 165, 2029, 150, 2030, 101, 2033, 19)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,Current Accounts,Philippines,"Add(2025, 12, 2027, 18, 2030, 16)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,Baseline Simulation,Philippines,"Add(2025, 12, 2027, 18, 2030, 16)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,AMS Target Scenario,Philippines,"Add(2025, 12, 2027, 18, 2030, 16)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,Regional Aspiration Scenario,Philippines,"Add(2025, 12, 2027, 18, 2030, 16)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,Current Accounts,Singapore,"Add(2026, 0.122, 2027, 0.122, 2028, 0.122, 2029, 0.122, 2030, 0.122)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,Baseline Simulation,Singapore,"Add(2026, 0.122, 2027, 0.122, 2028, 0.122, 2029, 0.122, 2030, 0.122)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,AMS Target Scenario,Singapore,"Add(2026, 0.122, 2027, 0.122, 2028, 0.122, 2029, 0.122, 2030, 0.122)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,Regional Aspiration Scenario,Singapore,"Add(2026, 0.122, 2027, 0.122, 2028, 0.122, 2029, 0.122, 2030, 0.122)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,Current Accounts,Thailand,"Add(2031, 139, 2032, 139, 2033, 139, 2034, 139, 2035, 139, 2036, 139, 2037, 141)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,Baseline Simulation,Thailand,"Add(2031, 139, 2032, 139, 2033, 139, 2034, 139, 2035, 139, 2036, 139, 2037, 141)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,AMS Target Scenario,Thailand,"Add(2031, 139, 2032, 139, 2033, 139, 2034, 139, 2035, 139, 2036, 139, 2037, 141)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Waste,Capacity Additions,Regional Aspiration Scenario,Thailand,"Add(2031, 139, 2032, 139, 2033, 139, 2034, 139, 2035, 139, 2036, 139, 2037, 141)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Capacity Additions,Current Accounts,Philippines,"Add(2028, 2000, 2036, 100, 2037, 400, 2039, 800, 2040, 2000, 2041, 1500, 2042, 2800, 2044, 1700, 2045, 2700, 2047, 3800, 2048, 100, 2049, 1300, 2050, 300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Capacity Additions,Baseline Simulation,Philippines,"Add(2028, 2000, 2036, 100, 2037, 400, 2039, 800, 2040, 2000, 2041, 1500, 2042, 2800, 2044, 1700, 2045, 2700, 2047, 3800, 2048, 100, 2049, 1300, 2050, 300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Capacity Additions,AMS Target Scenario,Philippines,"Add(2028, 2000, 2036, 100, 2037, 400, 2039, 800, 2040, 2000, 2041, 1500, 2042, 2800, 2044, 1700, 2045, 2700, 2047, 3800, 2048, 100, 2049, 1300, 2050, 300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Capacity Additions,Regional Aspiration Scenario,Philippines,"Add(2028, 2000, 2036, 100, 2037, 400, 2039, 800, 2040, 2000, 2041, 1500, 2042, 2800, 2044, 1700, 2045, 2700, 2047, 3800, 2048, 100, 2049, 1300, 2050, 300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Capacity Additions,Current Accounts,Vietnam,"Add(2029, 2500, 2030, 3500, 2031, 2206.4, 2032, 2206.4, 2033, 2206.4, 2034, 2206.4, 2035, 2206.4, 2036, 10427.3, 2037, 10427.3, 2038, 10427.3, 2039, 10427.3, 2040, 10427.3, 2041, 10337.3, 2042, 10337.3, 2043, 10337.3, 2044, 10337.3, 2045, 10337.3, 2046, 3648.45, 2047, 3648.45, 2048, 3648.45, 2049, 3648.45, 2050, 3648.45)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Capacity Additions,Baseline Simulation,Vietnam,"Add(2029, 2500, 2030, 3500, 2031, 2206.4, 2032, 2206.4, 2033, 2206.4, 2034, 2206.4, 2035, 2206.4, 2036, 10427.3, 2037, 10427.3, 2038, 10427.3, 2039, 10427.3, 2040, 10427.3, 2041, 10337.3, 2042, 10337.3, 2043, 10337.3, 2044, 10337.3, 2045, 10337.3, 2046, 3648.45, 2047, 3648.45, 2048, 3648.45, 2049, 3648.45, 2050, 3648.45)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Capacity Additions,AMS Target Scenario,Vietnam,"Add(2029, 2500, 2030, 3500, 2031, 2206.4, 2032, 2206.4, 2033, 2206.4, 2034, 2206.4, 2035, 2206.4, 2036, 10427.3, 2037, 10427.3, 2038, 10427.3, 2039, 10427.3, 2040, 10427.3, 2041, 10337.3, 2042, 10337.3, 2043, 10337.3, 2044, 10337.3, 2045, 10337.3, 2046, 3648.45, 2047, 3648.45, 2048, 3648.45, 2049, 3648.45, 2050, 3648.45)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Capacity Additions,Regional Aspiration Scenario,Vietnam,"Add(2029, 2500, 2030, 3500, 2031, 2206.4, 2032, 2206.4, 2033, 2206.4, 2034, 2206.4, 2035, 2206.4, 2036, 10427.3, 2037, 10427.3, 2038, 10427.3, 2039, 10427.3, 2040, 10427.3, 2041, 10337.3, 2042, 10337.3, 2043, 10337.3, 2044, 10337.3, 2045, 10337.3, 2046, 3648.45, 2047, 3648.45, 2048, 3648.45, 2049, 3648.45, 2050, 3648.45)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDEast,Capacity Additions,Current Accounts,Indonesia,"Add(2026, 346.6, 2027, 368.4, 2028, 480.3, 2029, 290.2, 2030, 1252.7, 2031, 921.1, 2032, 913.1, 2033, 1555, 2034, 990.4)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDEast,Capacity Additions,Baseline Simulation,Indonesia,"Add(2026, 346.6, 2027, 368.4, 2028, 480.3, 2029, 290.2, 2030, 1252.7, 2031, 921.1, 2032, 913.1, 2033, 1555, 2034, 990.4)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDEast,Capacity Additions,AMS Target Scenario,Indonesia,"Add(2026, 346.6, 2027, 368.4, 2028, 480.3, 2029, 290.2, 2030, 1252.7, 2031, 921.1, 2032, 913.1, 2033, 1555, 2034, 990.4)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDEast,Capacity Additions,Regional Aspiration Scenario,Indonesia,"Add(2026, 346.6, 2027, 368.4, 2028, 480.3, 2029, 290.2, 2030, 1252.7, 2031, 921.1, 2032, 913.1, 2033, 1555, 2034, 990.4)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDJW,Capacity Additions,Current Accounts,Indonesia,"Add(2026, 3.4, 2027, 3.6, 2028, 4.7, 2029, 2.8, 2030, 12.3, 2031, 8.9, 2032, 8.9, 2033, 15, 2034, 9.6)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDJW,Capacity Additions,Baseline Simulation,Indonesia,"Add(2026, 3.4, 2027, 3.6, 2028, 4.7, 2029, 2.8, 2030, 12.3, 2031, 8.9, 2032, 8.9, 2033, 15, 2034, 9.6)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDJW,Capacity Additions,AMS Target Scenario,Indonesia,"Add(2026, 3.4, 2027, 3.6, 2028, 4.7, 2029, 2.8, 2030, 12.3, 2031, 8.9, 2032, 8.9, 2033, 15, 2034, 9.6)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDJW,Capacity Additions,Regional Aspiration Scenario,Indonesia,"Add(2026, 3.4, 2027, 3.6, 2028, 4.7, 2029, 2.8, 2030, 12.3, 2031, 8.9, 2032, 8.9, 2033, 15, 2034, 9.6)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biogas,Capacity Retirement,Current Accounts,Malaysia,"Add(2033, 0.86, 2034, 2.34)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biogas,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2033, 0.86, 2034, 2.34)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biogas,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2033, 0.86, 2034, 2.34)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biogas,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2033, 0.86, 2034, 2.34)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Capacity Retirement,Current Accounts,Thailand,"Add(2025, 145, 2026, 58, 2027, 56, 2028, 196, 2029, 179)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Capacity Retirement,Baseline Simulation,Thailand,"Add(2025, 145, 2026, 58, 2027, 56, 2028, 196, 2029, 179)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Capacity Retirement,AMS Target Scenario,Thailand,"Add(2025, 145, 2026, 58, 2027, 56, 2028, 196, 2029, 179)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Capacity Retirement,Regional Aspiration Scenario,Thailand,"Add(2025, 145, 2026, 58, 2027, 56, 2028, 196, 2029, 179)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Capacity Retirement,Current Accounts,Malaysia,"Add(2033, 1.5)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2033, 1.5)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2033, 1.5)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2033, 1.5)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Capacity Retirement,Current Accounts,Malaysia,"Add(2033, 0.6)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2033, 0.6)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2033, 0.6)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2033, 0.6)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR,Capacity Retirement,Current Accounts,Malaysia,"Add(2033, 0.2)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2033, 0.2)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2033, 0.2)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2033, 0.2)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYPE,Capacity Retirement,Current Accounts,Malaysia,"Add(2029, 210, 2030, 1474, 2031, 2070, 2032, 2100, 2033, 1400, 2034, 1000, 2035, 1000, 2036, 510.29) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYPE,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2029, 210, 2030, 1474, 2031, 2070, 2032, 2100, 2033, 1400, 2034, 1000, 2035, 1000, 2036, 510.29) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYPE,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2029, 210, 2030, 1474, 2031, 2070, 2032, 2100, 2033, 1400, 2034, 1000, 2035, 1000, 2036, 510.29) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYPE,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2029, 210, 2030, 1474, 2031, 2070, 2032, 2100, 2033, 1400, 2034, 1000, 2035, 1000, 2036, 510.29) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYSR,Capacity Retirement,Current Accounts,Malaysia,"Add(2029, 210, 2030, 1474, 2031, 2070, 2032, 2100, 2033, 1400, 2034, 1000, 2035, 1000, 2036, 510.29) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYSR,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2029, 210, 2030, 1474, 2031, 2070, 2032, 2100, 2033, 1400, 2034, 1000, 2035, 1000, 2036, 510.29) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYSR,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2029, 210, 2030, 1474, 2031, 2070, 2032, 2100, 2033, 1400, 2034, 1000, 2035, 1000, 2036, 510.29) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYSR,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2029, 210, 2030, 1474, 2031, 2070, 2032, 2100, 2033, 1400, 2034, 1000, 2035, 1000, 2036, 510.29) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,Current Accounts,Malaysia,"Add(2034, 233.33, 2035, 233.33, 2036, 233.33) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2034, 233.33, 2035, 233.33, 2036, 233.33) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2034, 233.33, 2035, 233.33, 2036, 233.33) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2034, 233.33, 2035, 233.33, 2036, 233.33) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE,Capacity Retirement,Current Accounts,Malaysia,"Add(2025, 140) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2025, 140) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2025, 140) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2025, 140) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB,Capacity Retirement,Current Accounts,Malaysia,"Add(2025, 126.4, 2030, 63) ? Sabah Energy Roadmap and Master Plan 2040",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2025, 126.4, 2030, 63) ? Sabah Energy Roadmap and Master Plan 2040",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2025, 126.4, 2030, 63) ? Sabah Energy Roadmap and Master Plan 2040",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2025, 126.4, 2030, 63) ? Sabah Energy Roadmap and Master Plan 2040",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Capacity Retirement,Current Accounts,Malaysia,"Add(2028, 64) ? Sarawak Electricity Masterplan",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2028, 64) ? Sarawak Electricity Masterplan",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2028, 64) ? Sarawak Electricity Masterplan",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2028, 64) ? Sarawak Electricity Masterplan",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,Current Accounts,Malaysia,"Add(2025, 63) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2025, 63) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2025, 63) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2025, 63) ? PDP",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Capacity Retirement,Current Accounts,Malaysia,"Add(2027, 92.3, 2028, 900, 2037, 300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2027, 92.3, 2028, 900, 2037, 300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2027, 92.3, 2028, 900, 2037, 300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2027, 92.3, 2028, 900, 2037, 300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSB,Capacity Retirement,Current Accounts,Malaysia,"Add(2027, 10.4, 2028, 121.2, 2037, 69.2)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSB,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2027, 10.4, 2028, 121.2, 2037, 69.2)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSB,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2027, 10.4, 2028, 121.2, 2037, 69.2)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSB,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2027, 10.4, 2028, 121.2, 2037, 69.2)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSR,Capacity Retirement,Current Accounts,Malaysia,"Add(2027, 8.3, 2028, 99.9, 2037, 56.2)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSR,Capacity Retirement,Baseline Simulation,Malaysia,"Add(2027, 8.3, 2028, 99.9, 2037, 56.2)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSR,Capacity Retirement,AMS Target Scenario,Malaysia,"Add(2027, 8.3, 2028, 99.9, 2037, 56.2)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSR,Capacity Retirement,Regional Aspiration Scenario,Malaysia,"Add(2027, 8.3, 2028, 99.9, 2037, 56.2)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDEast,Capacity Retirement,Current Accounts,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDEast,Capacity Retirement,Baseline Simulation,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDEast,Capacity Retirement,AMS Target Scenario,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDEast,Capacity Retirement,Regional Aspiration Scenario,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDJW,Capacity Retirement,Current Accounts,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDJW,Capacity Retirement,Baseline Simulation,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDJW,Capacity Retirement,AMS Target Scenario,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDJW,Capacity Retirement,Regional Aspiration Scenario,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDKA,Capacity Retirement,Current Accounts,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDKA,Capacity Retirement,Baseline Simulation,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDKA,Capacity Retirement,AMS Target Scenario,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDKA,Capacity Retirement,Regional Aspiration Scenario,Indonesia,"Add(2023,515.1,2024,422.8,2025,338.5,2026,247.3,2027,601.4,2028,62,2034,17.5,2035,321.7,2036,31.8,2037,270.9,2040,122.1,2042,49,2043,337,2044,134.1,2045,84.6,2046,143.1,2047,111.3,2048,274.2,2049,28.7,2050,300)",MW,,,scenario-uniformity fix
