variable,scenario,energy_class,fuel,region,year,value,unit
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Malaysia,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Malaysia,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Malaysia,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Malaysia,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Malaysia,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Malaysia,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Myanmar,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Myanmar,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Myanmar,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Myanmar,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Myanmar,2050,1.2426021983016562,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Myanmar,2060,1.0413283937440063,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Philippines,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Philippines,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Philippines,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Philippines,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Philippines,2050,0.01890938721649188,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Philippines,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Singapore,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Singapore,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Singapore,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Singapore,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Singapore,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Singapore,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Thailand,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Thailand,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Thailand,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Thailand,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Thailand,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Thailand,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Vietnam,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Vietnam,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Vietnam,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Vietnam,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Vietnam,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Coke Oven Gas,Vietnam,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Brunei,2010,0.003600648,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Brunei,2020,-0.10640877804000001,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Brunei,2030,-0.10086437604612197,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Brunei,2040,-0.09441947844873384,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Brunei,2050,-0.08893212433858336,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Brunei,2060,-0.08399368375365923,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Cambodia,2010,0.03286638,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Cambodia,2020,0.10641623348274738,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Cambodia,2030,0.08173512828000004,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Cambodia,2040,0.08173512827999996,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Cambodia,2050,0.08173512828000004,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Cambodia,2060,0.08173512828000003,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Indonesia,2010,0.5265867987266486,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Indonesia,2020,2.3244176713902336,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Indonesia,2030,0.19548127331999993,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Indonesia,2040,0.1954812733200016,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Indonesia,2050,0.19548127331999993,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Indonesia,2060,0.3476838926497728,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Laos,2010,0.01937190492,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Laos,2020,0.05333733287655109,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Laos,2030,0.03507952247999996,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Laos,2040,0.03507952248000002,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Laos,2050,0.03507952248000002,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Laos,2060,0.03507952247999998,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Malaysia,2010,0.031024188,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Malaysia,2020,-0.04411296216,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Malaysia,2030,0.016818101502127678,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Malaysia,2040,0.019123539055578738,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Malaysia,2050,0.019997964360000044,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Malaysia,2060,0.02046408876000005,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Myanmar,2010,0.06601184050033711,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Myanmar,2020,0.17022765669204087,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Myanmar,2030,0.1246072159448219,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Myanmar,2040,0.1259998094016218,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Myanmar,2050,0.12488245857813982,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Myanmar,2060,0.12450885872400368,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Philippines,2010,0.1254176874,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Philippines,2020,0.3066816318889027,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Philippines,2030,0.3229717720048651,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Philippines,2040,0.2940045244125046,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Philippines,2050,0.2874832725599999,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Philippines,2060,0.28748327256000006,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Singapore,2010,-0.306766836,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Singapore,2020,-0.13257966184129202,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Singapore,2030,-0.18907928014315056,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Singapore,2040,-0.18466683978625917,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Singapore,2050,-0.18052927223351622,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Singapore,2060,-0.17630517640439367,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Thailand,2010,-0.196863336,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Thailand,2020,-0.20578122,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Thailand,2030,-0.08553632399999989,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Thailand,2040,-0.08553632400000083,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Thailand,2050,-0.08553632399999989,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Thailand,2060,-0.08553632399999976,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Vietnam,2010,0.24715299350413245,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Vietnam,2020,0.9086922190903061,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Vietnam,2030,0.18275382,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Vietnam,2040,0.1827538200000003,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Vietnam,2050,0.20268231406762974,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Diesel,Vietnam,2060,0.43514906424481953,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Brunei,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Brunei,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Brunei,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Brunei,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Brunei,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Brunei,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Cambodia,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Cambodia,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Cambodia,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Cambodia,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Cambodia,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Cambodia,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Indonesia,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Indonesia,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Indonesia,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Indonesia,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Indonesia,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Indonesia,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Laos,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Laos,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Laos,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Laos,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Laos,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Laos,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Malaysia,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Malaysia,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Malaysia,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Malaysia,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Malaysia,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Malaysia,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Myanmar,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Myanmar,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Myanmar,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Myanmar,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Myanmar,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Myanmar,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Philippines,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Philippines,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Philippines,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Philippines,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Philippines,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Philippines,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Singapore,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Singapore,2020,3.363396e-06,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Singapore,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Singapore,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Singapore,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Singapore,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Thailand,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Thailand,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Thailand,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Thailand,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Thailand,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Thailand,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Vietnam,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Vietnam,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Vietnam,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Vietnam,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Vietnam,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Domestic Biogas,Vietnam,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Brunei,2010,0.0018906742718804814,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Brunei,2020,0.003310843254051745,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Brunei,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Brunei,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Brunei,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Brunei,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Cambodia,2010,0.007549129707298729,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Cambodia,2020,0.013732704,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Cambodia,2030,0.0030023740260949655,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Cambodia,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Cambodia,2050,0.004610642397072971,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Cambodia,2060,0.002158126994412124,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Indonesia,2010,0.08253159370407438,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Indonesia,2020,0.07032643095490301,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Indonesia,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Indonesia,2040,0.0011202889638853074,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Indonesia,2050,0.12374641297535896,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Indonesia,2060,0.19754628532865715,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Laos,2010,-0.01704987110552639,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Laos,2020,-0.09714534447205912,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Laos,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Laos,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Laos,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Laos,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Malaysia,2010,0.007292952015776992,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Malaysia,2020,0.002856814718673382,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Malaysia,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Malaysia,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Malaysia,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Malaysia,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Myanmar,2010,0.008314261921353877,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Myanmar,2020,0.04078544315883768,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Myanmar,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Myanmar,2040,0.001224387287139535,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Myanmar,2050,0.05338899355812192,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Myanmar,2060,0.035100387088212254,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Philippines,2010,1.8803988430529834e-05,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Philippines,2020,2.1102638359069823e-06,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Philippines,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Philippines,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Philippines,2050,0.01020862936723256,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Philippines,2060,0.00957352399678874,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Singapore,2010,0.0032728685727689564,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Singapore,2020,0.025369120793185294,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Singapore,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Singapore,2040,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Singapore,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Singapore,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Thailand,2010,0.09460152572707124,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Thailand,2020,0.11142129110018599,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Thailand,2030,0.020460336575315357,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Thailand,2040,0.021031103603727817,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Thailand,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Thailand,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Vietnam,2010,0.3853359559025835,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Vietnam,2020,0.11498043354494536,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Vietnam,2030,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Vietnam,2040,0.0006613365759243965,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Vietnam,2050,0.018584486016092777,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Electricity,Vietnam,2060,0.04001610976780033,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Brunei,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Brunei,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Brunei,2030,0.002471782076825894,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Brunei,2040,0.00814688830628463,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Brunei,2050,0.0014303668009646837,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Brunei,2060,1.0622418977210469e-05,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Cambodia,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Cambodia,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Cambodia,2030,0.03166801212455947,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Cambodia,2040,0.013310954497393558,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Cambodia,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Cambodia,2060,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Indonesia,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Indonesia,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Indonesia,2030,0.9353516180945323,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Indonesia,2040,0.33453486621377176,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Indonesia,2050,0.047430359581657956,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Indonesia,2060,7.37800454238886e-05,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Laos,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Laos,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Laos,2030,0.017007403975192622,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Laos,2040,0.012270646730308374,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Laos,2050,0.00026035710895526865,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Laos,2060,3.4146962809452233e-06,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Malaysia,2010,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Malaysia,2020,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Malaysia,2030,0.6647919442409956,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Malaysia,2040,0.5058208442878207,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Malaysia,2050,0.0,Billion Gigajoules
Primary Supply,Regional Aspiration Scenario,Secondary,Ethanol,Malaysia,2060,0.0,Billion Gigajoules
