ams,branch,variable,expression,unit,scenario,source,note
Myanmar,Demand\Residential\Projections\Refrigeration_\Small\Mid_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Philippines,Demand\Residential\Projections\Refrigeration_\Small\Mid_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Singapore,Demand\Residential\Projections\Refrigeration_\Small\Mid_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Thailand,Demand\Residential\Projections\Refrigeration_\Small\Mid_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Vietnam,Demand\Residential\Projections\Refrigeration_\Small\Mid_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Brunei,Demand\Residential\Projections\Refrigeration_\Small\Low_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Cambodia,Demand\Residential\Projections\Refrigeration_\Small\Low_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Indonesia,Demand\Residential\Projections\Refrigeration_\Small\Low_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Laos,Demand\Residential\Projections\Refrigeration_\Small\Low_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Malaysia,Demand\Residential\Projections\Refrigeration_\Small\Low_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Myanmar,Demand\Residential\Projections\Refrigeration_\Small\Low_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Philippines,Demand\Residential\Projections\Refrigeration_\Small\Low_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Singapore,Demand\Residential\Projections\Refrigeration_\Small\Low_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Thailand,Demand\Residential\Projections\Refrigeration_\Small\Low_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Vietnam,Demand\Residential\Projections\Refrigeration_\Small\Low_eff,Unit Capacity,0.01717880984,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
