branch_path,variable,scenario,region,scale,units,per,expression
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Historical Capacity Factor,Current Accounts,Indonesia,,percentage,,"Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Historical Capacity Factor,Regional Aspiration Scenario,Indonesia,,percentage,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Historical Production,AMS Target Scenario,Indonesia,,Gigawatt-Hour,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 8.068582955, 2019, 12.09951252, 2020, 10.43490867, 2021, 34.53581131, 2022, 38.90214118, 2023, 0, 2024, 44.12780194, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Historical Production,Baseline Simulation,Indonesia,,Gigawatt-Hour,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 8.068582955, 2019, 12.09951252, 2020, 10.43490867, 2021, 34.53581131, 2022, 38.90214118, 2023, 0, 2024, 44.12780194, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Historical Production,Current Accounts,Indonesia,,Gigawatt-Hour,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 8.068582955, 2019, 12.09951252, 2020, 10.43490867, 2021, 34.53581131, 2022, 38.90214118, 2023, 0, 2024, 44.12780194, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Hourly Storage Carryover,Current Accounts,Indonesia,,Yes/No,,Yes
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Interest Rate,AMS Target Scenario,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Interest Rate,Baseline Simulation,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Interest Rate,Current Accounts,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Interest Rate,Regional Aspiration Scenario,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Lifetime,AMS Target Scenario,Indonesia,,Years,,30
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Lifetime,Baseline Simulation,Indonesia,,Years,,30
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Lifetime,Current Accounts,Indonesia,,Years,,30
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Lifetime,Regional Aspiration Scenario,Indonesia,,Years,,30
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Maximum Availability,AMS Target Scenario,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Maximum Availability,Baseline Simulation,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Maximum Availability,Current Accounts,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Maximum Availability,Regional Aspiration Scenario,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Maximum Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,3050 ? Technology Catalog
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Maximum Capacity Addition,Regional Aspiration Scenario,Indonesia,,Megawatt,,Unlimited
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Maximum Production,Regional Aspiration Scenario,Indonesia,,Gigajoule,,Unlimited
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Maximum_Share_of_Production,AMS Target Scenario,Indonesia,,%,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Maximum_Share_of_Production,Baseline Simulation,Indonesia,,%,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Maximum_Share_of_Production,Regional Aspiration Scenario,Indonesia,,%,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Merit Order,AMS Target Scenario,Indonesia,,Merit Order,,1
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Merit Order,Baseline Simulation,Indonesia,,Merit Order,,1
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Merit Order,Current Accounts,Indonesia,,Merit Order,,1
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Minimum Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Minimum Capacity Addition,Regional Aspiration Scenario,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Minimum Charge,AMS Target Scenario,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Minimum Charge,Baseline Simulation,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Minimum Charge,Current Accounts,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Minimum Charge,Regional Aspiration Scenario,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Minimum Production,Regional Aspiration Scenario,Indonesia,,Gigajoule,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Minimum Share of Production,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Minimum Utilization,AMS Target Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Minimum Utilization,Baseline Simulation,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Minimum Utilization,Current Accounts,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Minimum Utilization,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Node,AMS Target Scenario,Indonesia,,ID,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Node,Baseline Simulation,Indonesia,,ID,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Node,Current Accounts,Indonesia,,ID,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Node,Regional Aspiration Scenario,Indonesia,,ID,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Optimized New Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,"Data(2060, 2620.2) ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Process Efficiency,AMS Target Scenario,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Process Efficiency,Baseline Simulation,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Process Efficiency,Current Accounts,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Process Efficiency,Regional Aspiration Scenario,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Process Share,AMS Target Scenario,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Process Share,Baseline Simulation,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Process Share,Current Accounts,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Real Investment Cost,AMS Target Scenario,Indonesia,Million,USD,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Real Investment Cost,Baseline Simulation,Indonesia,Million,USD,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Real Investment Cost,Current Accounts,Indonesia,Million,USD,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Real Investment Cost,Regional Aspiration Scenario,Indonesia,Million,USD,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Renewable Qualified,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Salvage Value,AMS Target Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Salvage Value,Baseline Simulation,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Salvage Value,Current Accounts,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Salvage Value,Regional Aspiration Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Seasonal Storage Carryover,Current Accounts,Indonesia,,Yes/No,,No
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Starting Charge,Current Accounts,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Stranded Cost,AMS Target Scenario,Indonesia,,U.S. Dollar,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Stranded Cost,Baseline Simulation,Indonesia,,U.S. Dollar,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Stranded Cost,Current Accounts,Indonesia,,U.S. Dollar,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Stranded Cost,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Variable OM Cost,AMS Target Scenario,Indonesia,,U.S. Dollar,Megawatt-Hour,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Variable OM Cost,Baseline Simulation,Indonesia,,U.S. Dollar,Megawatt-Hour,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Variable OM Cost,Current Accounts,Indonesia,,U.S. Dollar,Megawatt-Hour,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Variable OM Cost,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Megawatt-Hour,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Feedstock Fuels\Small Hydro,Feedstock Fuel Share,AMS Target Scenario,Indonesia,,U.S. Dollar,Gigajoule,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Feedstock Fuels\Small Hydro,Feedstock Fuel Share,Baseline Simulation,Indonesia,,U.S. Dollar,Gigajoule,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Feedstock Fuels\Small Hydro,Feedstock Fuel Share,Current Accounts,Indonesia,,U.S. Dollar,Gigajoule,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Feedstock Fuels\Small Hydro,Feedstock Fuel Share,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Gigajoule,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Feedstock Fuels\Small Hydro,Fuel Cost,AMS Target Scenario,Indonesia,,U.S. Dollar,Gigajoule,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Feedstock Fuels\Small Hydro,Fuel Cost,Baseline Simulation,Indonesia,,U.S. Dollar,Gigajoule,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Feedstock Fuels\Small Hydro,Fuel Cost,Current Accounts,Indonesia,,U.S. Dollar,Gigajoule,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Feedstock Fuels\Small Hydro,Fuel Cost,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Gigajoule,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Feedstock Fuels\Small Hydro,Fuel Source,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Gigajoule,SourceBelow
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Transmission Nodes\Indonesia,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Transmission Nodes\Indonesia Borneo,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Transmission Nodes\Indonesia East,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Transmission Nodes\Indonesia Jamali,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW\Transmission Nodes\Indonesia Sumatra,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Annual Storage Carryover,Current Accounts,Indonesia,,Yes/No,,No
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Additions,AMS Target Scenario,Indonesia,,MW,,"Add(2025, 1.3, 2026, 0.8, 2027, 4, 2028, 1.9, 2029, 1.5, 2030, 1.2, 2031, 0.2)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Additions,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Additions,Current Accounts,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Additions,Regional Aspiration Scenario,Indonesia,,MW,,"Add(2025, 1.3, 2026, 0.8, 2027, 4, 2028, 1.9, 2029, 1.5, 2030, 1.2, 2031, 0.2)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Credit,AMS Target Scenario,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Credit,Baseline Simulation,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Credit,Current Accounts,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Credit,Regional Aspiration Scenario,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,AMS Target Scenario,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Current Accounts,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Regional Aspiration Scenario,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capital Cost,AMS Target Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capital Cost,Baseline Simulation,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capital Cost,Current Accounts,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capital Cost,Regional Aspiration Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Dispatch Rule,AMS Target Scenario,Indonesia,,None,,PercentShare
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Dispatch Rule,Baseline Simulation,Indonesia,,None,,PercentShare
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Dispatch Rule,Current Accounts,Indonesia,,None,,PercentShare
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Dispatchable,Current Accounts,Indonesia,,Yes/No,,Yes
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Endogenous Capacity,AMS Target Scenario,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Endogenous Capacity,Baseline Simulation,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Endogenous Capacity,Current Accounts,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Existing Capacity,AMS Target Scenario,Indonesia,,MW,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 3.099916794, 2019, 3.473594224, 2020, 3.1, 2021, 7.35, 2022, 7.63, 2023, 10.4558775, 2024, 10.95427974, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Existing Capacity,Baseline Simulation,Indonesia,,MW,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 3.099916794, 2019, 3.473594224, 2020, 3.1, 2021, 7.35, 2022, 7.63, 2023, 10.4558775, 2024, 10.95427974, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Existing Capacity,Current Accounts,Indonesia,,MW,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 3.099916794, 2019, 3.473594224, 2020, 3.1, 2021, 7.35, 2022, 7.63, 2023, 10.4558775, 2024, 10.95427974, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Existing Capacity,Regional Aspiration Scenario,Indonesia,,MW,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 3.099916794, 2019, 3.473594224, 2020, 3.1, 2021, 7.35, 2022, 7.63, 2023, 10.4558775, 2024, 10.95427974, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Exogenous Capacity,AMS Target Scenario,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW]
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Exogenous Capacity,Baseline Simulation,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW]
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Exogenous Capacity,Current Accounts,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW]
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Exogenous Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW]
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,First Simulation Year,AMS Target Scenario,Indonesia,,Years,,FirstScenarioYear
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,First Simulation Year,Baseline Simulation,Indonesia,,Years,,FirstScenarioYear
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,First Simulation Year,Current Accounts,Indonesia,,Years,,FirstScenarioYear
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Fixed OM Cost,AMS Target Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Fixed OM Cost,Baseline Simulation,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Fixed OM Cost,Current Accounts,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Fixed OM Cost,Regional Aspiration Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Full Load Hours,AMS Target Scenario,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Full Load Hours,Baseline Simulation,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Full Load Hours,Current Accounts,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Full Load Hours,Regional Aspiration Scenario,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Historical Capacity Factor,AMS Target Scenario,Indonesia,,percentage,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Historical Capacity Factor,Baseline Simulation,Indonesia,,percentage,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Historical Capacity Factor,Current Accounts,Indonesia,,percentage,,"Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Historical Capacity Factor,Regional Aspiration Scenario,Indonesia,,percentage,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Historical Production,AMS Target Scenario,Indonesia,,Gigawatt-Hour,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 0.201714574, 2019, 0.302487813, 2020, 0.521745433, 2021, 0.666637671, 2022, 0.75092004, 2023, 0, 2024, 0.851789896, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Historical Production,Baseline Simulation,Indonesia,,Gigawatt-Hour,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 0.201714574, 2019, 0.302487813, 2020, 0.521745433, 2021, 0.666637671, 2022, 0.75092004, 2023, 0, 2024, 0.851789896, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Historical Production,Current Accounts,Indonesia,,Gigawatt-Hour,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 0.201714574, 2019, 0.302487813, 2020, 0.521745433, 2021, 0.666637671, 2022, 0.75092004, 2023, 0, 2024, 0.851789896, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Hourly Storage Carryover,Current Accounts,Indonesia,,Yes/No,,Yes
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Interest Rate,AMS Target Scenario,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Interest Rate,Baseline Simulation,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Interest Rate,Current Accounts,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Interest Rate,Regional Aspiration Scenario,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Lifetime,AMS Target Scenario,Indonesia,,Years,,30
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Lifetime,Baseline Simulation,Indonesia,,Years,,30
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Lifetime,Current Accounts,Indonesia,,Years,,30
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Lifetime,Regional Aspiration Scenario,Indonesia,,Years,,30
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Maximum Availability,AMS Target Scenario,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Maximum Availability,Baseline Simulation,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Maximum Availability,Current Accounts,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Maximum Availability,Regional Aspiration Scenario,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Maximum Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,8100 ? Technology Catalog
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Maximum Capacity Addition,Regional Aspiration Scenario,Indonesia,,Megawatt,,Unlimited
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Maximum Production,Regional Aspiration Scenario,Indonesia,,Gigajoule,,Unlimited
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Maximum_Share_of_Production,AMS Target Scenario,Indonesia,,%,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Maximum_Share_of_Production,Baseline Simulation,Indonesia,,%,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Maximum_Share_of_Production,Regional Aspiration Scenario,Indonesia,,%,,100
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Merit Order,AMS Target Scenario,Indonesia,,Merit Order,,1
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Merit Order,Baseline Simulation,Indonesia,,Merit Order,,1
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Merit Order,Current Accounts,Indonesia,,Merit Order,,1
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Minimum Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Minimum Capacity Addition,Regional Aspiration Scenario,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Minimum Charge,AMS Target Scenario,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Minimum Charge,Baseline Simulation,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Minimum Charge,Current Accounts,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Minimum Charge,Regional Aspiration Scenario,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Minimum Production,Regional Aspiration Scenario,Indonesia,,Gigajoule,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Minimum Share of Production,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Minimum Utilization,AMS Target Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Minimum Utilization,Baseline Simulation,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Minimum Utilization,Current Accounts,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Minimum Utilization,Regional Aspiration Scenario,Indonesia,,Percent,,0
