node,feedstock_fuel,region,branch,variable,unit,CA,BAS,ATS,RAS
Coal Ultrasupercritical,Coal Sub bituminous,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Sub bituminous,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Sub bituminous,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption
Coal Ultrasupercritical,Coal Sub bituminous,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Sub bituminous,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Sub bituminous,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? Similar to supercritical,Remainder(100) ? Similar to supercritical,Remainder(100) ? Similar to supercritical,Remainder(100) ? Similar to supercritical
Coal Ultrasupercritical,Coal Sub bituminous,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Sub bituminous,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Sub bituminous,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption
Coal Ultrasupercritical,Coal Sub bituminous,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Sub bituminous,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Sub bituminous,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Coal Sub bituminous,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Sub bituminous,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Sub bituminous,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption
Coal Ultrasupercritical,Coal Sub bituminous,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Sub bituminous,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Sub bituminous,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,8.88 ? Similar to supercritical,8.88 ? Similar to supercritical,8.88 ? Similar to supercritical,8.88 ? Similar to supercritical
Coal Ultrasupercritical,Coal Sub bituminous,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Sub bituminous,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Unspecified,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Coal Unspecified,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Unspecified,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Unspecified,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Coal Unspecified,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Unspecified,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Unspecified,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Coal Unspecified,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Unspecified,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Unspecified,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Coal Unspecified,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Unspecified,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Unspecified,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Coal Unspecified,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Unspecified,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Unspecified,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption
Coal Ultrasupercritical,Coal Unspecified,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Unspecified,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Unspecified,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Coal Unspecified,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Unspecified,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Unspecified,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Coal Unspecified,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Unspecified,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Unspecified,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Coal Unspecified,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Unspecified,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Unspecified,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Coal Unspecified,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Unspecified,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Unspecified,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Coal Unspecified,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Unspecified,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Coal Unspecified,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Coal Unspecified,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical,Coal Unspecified,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Diesel_IDEast,Diesel,Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDEast\Feedstock Fuels\Diesel,Feedstock Fuel Share,2020 USD,100,100,100,100
Diesel_IDEast,Diesel,Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDEast\Feedstock Fuels\Diesel,Fuel Cost,2020 USD,Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl]
Diesel_IDEast,Diesel,Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDEast\Feedstock Fuels\Diesel,Fuel Source,2020 USD,,,,SourceBelow
Diesel_IDJW,Diesel,Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDJW\Feedstock Fuels\Diesel,Feedstock Fuel Share,2020 USD,100,100,100,100
Diesel_IDJW,Diesel,Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDJW\Feedstock Fuels\Diesel,Fuel Cost,2020 USD,Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl]
Diesel_IDJW,Diesel,Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDJW\Feedstock Fuels\Diesel,Fuel Source,2020 USD,,,,SourceBelow
Diesel_IDKA,Diesel,Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDKA\Feedstock Fuels\Diesel,Feedstock Fuel Share,2020 USD,100,100,100,100
Diesel_IDKA,Diesel,Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDKA\Feedstock Fuels\Diesel,Fuel Cost,2020 USD,Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl]
Diesel_IDKA,Diesel,Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDKA\Feedstock Fuels\Diesel,Fuel Source,2020 USD,,,,SourceBelow
Diesel_IDSA,Diesel,Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDSA\Feedstock Fuels\Diesel,Feedstock Fuel Share,2020 USD,100,100,100,100
Diesel_IDSA,Diesel,Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDSA\Feedstock Fuels\Diesel,Fuel Cost,2020 USD,Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl]
Diesel_IDSA,Diesel,Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDSA\Feedstock Fuels\Diesel,Fuel Source,2020 USD,,,,SourceBelow
Diesel_MYPE,Diesel,Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE\Feedstock Fuels\Diesel,Feedstock Fuel Share,2020 USD,100,100,100,100
Diesel_MYPE,Diesel,Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE\Feedstock Fuels\Diesel,Fuel Cost,2020 USD,Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl]
Diesel_MYPE,Diesel,Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE\Feedstock Fuels\Diesel,Fuel Source,2020 USD,,,,SourceBelow
Diesel_MYSB,Diesel,Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB\Feedstock Fuels\Diesel,Feedstock Fuel Share,2020 USD,100,100,100,100
Diesel_MYSB,Diesel,Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB\Feedstock Fuels\Diesel,Fuel Cost,2020 USD,Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl]
Diesel_MYSB,Diesel,Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB\Feedstock Fuels\Diesel,Fuel Source,2020 USD,,,,SourceBelow
Diesel_MYSR,Diesel,Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel,Feedstock Fuel Share,2020 USD,100,100,100,100
Diesel_MYSR,Diesel,Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel,Fuel Cost,2020 USD,Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl],Resources\Secondary\Diesel:Import Cost[2020 USD/bbl]
Diesel_MYSR,Diesel,Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel,Fuel Source,2020 USD,,,,SourceBelow
Direct Air Capture,Non Energy,Base Template,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Feedstock Fuel Share,U.S. Dollar,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Direct Air Capture,Non Energy,Base Template,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Cost,U.S. Dollar,"0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously."
Direct Air Capture,Non Energy,Base Template,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Source,U.S. Dollar,,,,SourceBelow
Direct Air Capture,Non Energy,Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Feedstock Fuel Share,U.S. Dollar,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Direct Air Capture,Non Energy,Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Cost,U.S. Dollar,"0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously."
Direct Air Capture,Non Energy,Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Source,U.S. Dollar,,,,SourceBelow
Direct Air Capture,Non Energy,Cambodia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Feedstock Fuel Share,U.S. Dollar,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Direct Air Capture,Non Energy,Cambodia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Cost,U.S. Dollar,"0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously."
Direct Air Capture,Non Energy,Cambodia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Source,U.S. Dollar,,,,SourceBelow
Direct Air Capture,Non Energy,Indonesia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Feedstock Fuel Share,U.S. Dollar,100,100,100,100
Direct Air Capture,Non Energy,Indonesia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Cost,U.S. Dollar,"0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously."
Direct Air Capture,Non Energy,Indonesia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Source,U.S. Dollar,,,,SourceBelow
Direct Air Capture,Non Energy,Laos,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Feedstock Fuel Share,U.S. Dollar,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Direct Air Capture,Non Energy,Laos,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Cost,U.S. Dollar,"0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously.","0 ? Do not include fuel cost here. This fuel is swapped to electricity by NEMO at runtime, and is therefore costed endogenously."
Direct Air Capture,Non Energy,Laos,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Source,U.S. Dollar,,,,SourceBelow
