Country,Year,Scenario,Tech,share_percent,source
Singapore,2060,ATS,Fluorescent,0.0,projected
Singapore,2060,ATS,Halogen,0.0,projected
Singapore,2060,ATS,LED,100.0,projected
Singapore,2025,RAS,Incandescent,1.0,projected
Singapore,2025,RAS,CFL,8.0,projected
Singapore,2025,RAS,Fluorescent,8.0,projected
Singapore,2025,RAS,Halogen,3.0,projected
Singapore,2025,RAS,LED,80.0,projected
Singapore,2026,RAS,Incandescent,0.9293,projected
Singapore,2026,RAS,CFL,7.4344,projected
Singapore,2026,RAS,Fluorescent,7.4344,projected
Singapore,2026,RAS,Halogen,2.7879,projected
Singapore,2026,RAS,LED,81.4141,projected
Singapore,2027,RAS,Incandescent,0.8421,projected
Singapore,2027,RAS,CFL,6.7364,projected
Singapore,2027,RAS,Fluorescent,6.7364,projected
Singapore,2027,RAS,Halogen,2.5262,projected
Singapore,2027,RAS,LED,83.1589,projected
Singapore,2028,RAS,Incandescent,0.7389,projected
Singapore,2028,RAS,CFL,5.9115,projected
Singapore,2028,RAS,Fluorescent,5.9115,projected
Singapore,2028,RAS,Halogen,2.2168,projected
Singapore,2028,RAS,LED,85.2213,projected
Singapore,2029,RAS,Incandescent,0.6231,projected
Singapore,2029,RAS,CFL,4.9844,projected
Singapore,2029,RAS,Fluorescent,4.9844,projected
Singapore,2029,RAS,Halogen,1.8692,projected
Singapore,2029,RAS,LED,87.5389,projected
Singapore,2030,RAS,Incandescent,0.5,projected
Singapore,2030,RAS,CFL,4.0,projected
Singapore,2030,RAS,Fluorescent,4.0,projected
Singapore,2030,RAS,Halogen,1.5,projected
Singapore,2030,RAS,LED,90.0,projected
Singapore,2031,RAS,Incandescent,0.3769,projected
Singapore,2031,RAS,CFL,3.0156,projected
Singapore,2031,RAS,Fluorescent,3.0156,projected
Singapore,2031,RAS,Halogen,1.1308,projected
Singapore,2031,RAS,LED,92.4611,projected
Singapore,2032,RAS,Incandescent,0.2611,projected
Singapore,2032,RAS,CFL,2.0885,projected
Singapore,2032,RAS,Fluorescent,2.0885,projected
Singapore,2032,RAS,Halogen,0.7832,projected
Singapore,2032,RAS,LED,94.7787,projected
Singapore,2033,RAS,Incandescent,0.1579,projected
Singapore,2033,RAS,CFL,1.2636,projected
Singapore,2033,RAS,Fluorescent,1.2636,projected
Singapore,2033,RAS,Halogen,0.4738,projected
Singapore,2033,RAS,LED,96.8411,projected
Singapore,2034,RAS,Incandescent,0.0707,projected
Singapore,2034,RAS,CFL,0.5656,projected
Singapore,2034,RAS,Fluorescent,0.5656,projected
Singapore,2034,RAS,Halogen,0.2121,projected
Singapore,2034,RAS,LED,98.5859,projected
Singapore,2035,RAS,Incandescent,0.0,projected
Singapore,2035,RAS,CFL,0.0,projected
Singapore,2035,RAS,Fluorescent,0.0,projected
Singapore,2035,RAS,Halogen,0.0,projected
Singapore,2035,RAS,LED,100.0,projected
Singapore,2036,RAS,Incandescent,0.0,projected
Singapore,2036,RAS,CFL,0.0,projected
Singapore,2036,RAS,Fluorescent,0.0,projected
Singapore,2036,RAS,Halogen,0.0,projected
Singapore,2036,RAS,LED,100.0,projected
Singapore,2037,RAS,Incandescent,0.0,projected
Singapore,2037,RAS,CFL,0.0,projected
Singapore,2037,RAS,Fluorescent,0.0,projected
Singapore,2037,RAS,Halogen,0.0,projected
Singapore,2037,RAS,LED,100.0,projected
Singapore,2038,RAS,Incandescent,0.0,projected
Singapore,2038,RAS,CFL,0.0,projected
Singapore,2038,RAS,Fluorescent,0.0,projected
Singapore,2038,RAS,Halogen,0.0,projected
Singapore,2038,RAS,LED,100.0,projected
Singapore,2039,RAS,Incandescent,0.0,projected
Singapore,2039,RAS,CFL,0.0,projected
Singapore,2039,RAS,Fluorescent,0.0,projected
Singapore,2039,RAS,Halogen,0.0,projected
Singapore,2039,RAS,LED,100.0,projected
Singapore,2040,RAS,Incandescent,0.0,projected
Singapore,2040,RAS,CFL,0.0,projected
Singapore,2040,RAS,Fluorescent,0.0,projected
Singapore,2040,RAS,Halogen,0.0,projected
Singapore,2040,RAS,LED,100.0,projected
Singapore,2041,RAS,Incandescent,0.0,projected
Singapore,2041,RAS,CFL,0.0,projected
Singapore,2041,RAS,Fluorescent,0.0,projected
Singapore,2041,RAS,Halogen,0.0,projected
Singapore,2041,RAS,LED,100.0,projected
Singapore,2042,RAS,Incandescent,0.0,projected
Singapore,2042,RAS,CFL,0.0,projected
Singapore,2042,RAS,Fluorescent,0.0,projected
Singapore,2042,RAS,Halogen,0.0,projected
Singapore,2042,RAS,LED,100.0,projected
Singapore,2043,RAS,Incandescent,0.0,projected
Singapore,2043,RAS,CFL,0.0,projected
Singapore,2043,RAS,Fluorescent,0.0,projected
Singapore,2043,RAS,Halogen,0.0,projected
Singapore,2043,RAS,LED,100.0,projected
Singapore,2044,RAS,Incandescent,0.0,projected
Singapore,2044,RAS,CFL,0.0,projected
Singapore,2044,RAS,Fluorescent,0.0,projected
Singapore,2044,RAS,Halogen,0.0,projected
Singapore,2044,RAS,LED,100.0,projected
Singapore,2045,RAS,Incandescent,0.0,projected
Singapore,2045,RAS,CFL,0.0,projected
Singapore,2045,RAS,Fluorescent,0.0,projected
Singapore,2045,RAS,Halogen,0.0,projected
Singapore,2045,RAS,LED,100.0,projected
Singapore,2046,RAS,Incandescent,0.0,projected
Singapore,2046,RAS,CFL,0.0,projected
Singapore,2046,RAS,Fluorescent,0.0,projected
Singapore,2046,RAS,Halogen,0.0,projected
Singapore,2046,RAS,LED,100.0,projected
Singapore,2047,RAS,Incandescent,0.0,projected
Singapore,2047,RAS,CFL,0.0,projected
Singapore,2047,RAS,Fluorescent,0.0,projected
Singapore,2047,RAS,Halogen,0.0,projected
Singapore,2047,RAS,LED,100.0,projected
Singapore,2048,RAS,Incandescent,0.0,projected
Singapore,2048,RAS,CFL,0.0,projected
Singapore,2048,RAS,Fluorescent,0.0,projected
Singapore,2048,RAS,Halogen,0.0,projected
Singapore,2048,RAS,LED,100.0,projected
Singapore,2049,RAS,Incandescent,0.0,projected
Singapore,2049,RAS,CFL,0.0,projected
Singapore,2049,RAS,Fluorescent,0.0,projected
Singapore,2049,RAS,Halogen,0.0,projected
Singapore,2049,RAS,LED,100.0,projected
Singapore,2050,RAS,Incandescent,0.0,projected
Singapore,2050,RAS,CFL,0.0,projected
Singapore,2050,RAS,Fluorescent,0.0,projected
Singapore,2050,RAS,Halogen,0.0,projected
Singapore,2050,RAS,LED,100.0,projected
Singapore,2051,RAS,Incandescent,0.0,projected
Singapore,2051,RAS,CFL,0.0,projected
Singapore,2051,RAS,Fluorescent,0.0,projected
Singapore,2051,RAS,Halogen,0.0,projected
Singapore,2051,RAS,LED,100.0,projected
Singapore,2052,RAS,Incandescent,0.0,projected
Singapore,2052,RAS,CFL,0.0,projected
Singapore,2052,RAS,Fluorescent,0.0,projected
Singapore,2052,RAS,Halogen,0.0,projected
Singapore,2052,RAS,LED,100.0,projected
Singapore,2053,RAS,Incandescent,0.0,projected
Singapore,2053,RAS,CFL,0.0,projected
Singapore,2053,RAS,Fluorescent,0.0,projected
Singapore,2053,RAS,Halogen,0.0,projected
Singapore,2053,RAS,LED,100.0,projected
Singapore,2054,RAS,Incandescent,0.0,projected
Singapore,2054,RAS,CFL,0.0,projected
Singapore,2054,RAS,Fluorescent,0.0,projected
Singapore,2054,RAS,Halogen,0.0,projected
Singapore,2054,RAS,LED,100.0,projected
Singapore,2055,RAS,Incandescent,0.0,projected
Singapore,2055,RAS,CFL,0.0,projected
Singapore,2055,RAS,Fluorescent,0.0,projected
Singapore,2055,RAS,Halogen,0.0,projected
Singapore,2055,RAS,LED,100.0,projected
Singapore,2056,RAS,Incandescent,0.0,projected
Singapore,2056,RAS,CFL,0.0,projected
Singapore,2056,RAS,Fluorescent,0.0,projected
Singapore,2056,RAS,Halogen,0.0,projected
Singapore,2056,RAS,LED,100.0,projected
Singapore,2057,RAS,Incandescent,0.0,projected
Singapore,2057,RAS,CFL,0.0,projected
Singapore,2057,RAS,Fluorescent,0.0,projected
Singapore,2057,RAS,Halogen,0.0,projected
Singapore,2057,RAS,LED,100.0,projected
Singapore,2058,RAS,Incandescent,0.0,projected
Singapore,2058,RAS,CFL,0.0,projected
Singapore,2058,RAS,Fluorescent,0.0,projected
Singapore,2058,RAS,Halogen,0.0,projected
Singapore,2058,RAS,LED,100.0,projected
Singapore,2059,RAS,Incandescent,0.0,projected
Singapore,2059,RAS,CFL,0.0,projected
Singapore,2059,RAS,Fluorescent,0.0,projected
Singapore,2059,RAS,Halogen,0.0,projected
Singapore,2059,RAS,LED,100.0,projected
Singapore,2060,RAS,Incandescent,0.0,projected
Singapore,2060,RAS,CFL,0.0,projected
Singapore,2060,RAS,Fluorescent,0.0,projected
Singapore,2060,RAS,Halogen,0.0,projected
Singapore,2060,RAS,LED,100.0,projected
Thailand,2025,BAS,Incandescent,6.0,projected
Thailand,2025,BAS,CFL,15.0,projected
Thailand,2025,BAS,Fluorescent,14.0,projected
Thailand,2025,BAS,Halogen,3.0,projected
Thailand,2025,BAS,LED,62.0,projected
Thailand,2026,BAS,Incandescent,6.0,projected
Thailand,2026,BAS,CFL,15.0,projected
Thailand,2026,BAS,Fluorescent,14.0,projected
Thailand,2026,BAS,Halogen,3.0,projected
Thailand,2026,BAS,LED,62.0,projected
Thailand,2027,BAS,Incandescent,6.0,projected
Thailand,2027,BAS,CFL,15.0,projected
Thailand,2027,BAS,Fluorescent,14.0,projected
Thailand,2027,BAS,Halogen,3.0,projected
Thailand,2027,BAS,LED,62.0,projected
Thailand,2028,BAS,Incandescent,6.0,projected
Thailand,2028,BAS,CFL,15.0,projected
Thailand,2028,BAS,Fluorescent,14.0,projected
Thailand,2028,BAS,Halogen,3.0,projected
Thailand,2028,BAS,LED,62.0,projected
Thailand,2029,BAS,Incandescent,6.0,projected
Thailand,2029,BAS,CFL,15.0,projected
Thailand,2029,BAS,Fluorescent,14.0,projected
Thailand,2029,BAS,Halogen,3.0,projected
Thailand,2029,BAS,LED,62.0,projected
Thailand,2030,BAS,Incandescent,6.0,projected
Thailand,2030,BAS,CFL,15.0,projected
Thailand,2030,BAS,Fluorescent,14.0,projected
Thailand,2030,BAS,Halogen,3.0,projected
Thailand,2030,BAS,LED,62.0,projected
Thailand,2031,BAS,Incandescent,6.0,projected
Thailand,2031,BAS,CFL,15.0,projected
Thailand,2031,BAS,Fluorescent,14.0,projected
Thailand,2031,BAS,Halogen,3.0,projected
Thailand,2031,BAS,LED,62.0,projected
Thailand,2032,BAS,Incandescent,6.0,projected
Thailand,2032,BAS,CFL,15.0,projected
Thailand,2032,BAS,Fluorescent,14.0,projected
Thailand,2032,BAS,Halogen,3.0,projected
Thailand,2032,BAS,LED,62.0,projected
Thailand,2033,BAS,Incandescent,6.0,projected
Thailand,2033,BAS,CFL,15.0,projected
Thailand,2033,BAS,Fluorescent,14.0,projected
Thailand,2033,BAS,Halogen,3.0,projected
Thailand,2033,BAS,LED,62.0,projected
Thailand,2034,BAS,Incandescent,6.0,projected
Thailand,2034,BAS,CFL,15.0,projected
Thailand,2034,BAS,Fluorescent,14.0,projected
Thailand,2034,BAS,Halogen,3.0,projected
Thailand,2034,BAS,LED,62.0,projected
Thailand,2035,BAS,Incandescent,6.0,projected
Thailand,2035,BAS,CFL,15.0,projected
Thailand,2035,BAS,Fluorescent,14.0,projected
Thailand,2035,BAS,Halogen,3.0,projected
Thailand,2035,BAS,LED,62.0,projected
Thailand,2036,BAS,Incandescent,6.0,projected
Thailand,2036,BAS,CFL,15.0,projected
Thailand,2036,BAS,Fluorescent,14.0,projected
Thailand,2036,BAS,Halogen,3.0,projected
Thailand,2036,BAS,LED,62.0,projected
Thailand,2037,BAS,Incandescent,6.0,projected
Thailand,2037,BAS,CFL,15.0,projected
Thailand,2037,BAS,Fluorescent,14.0,projected
Thailand,2037,BAS,Halogen,3.0,projected
Thailand,2037,BAS,LED,62.0,projected
Thailand,2038,BAS,Incandescent,6.0,projected
Thailand,2038,BAS,CFL,15.0,projected
Thailand,2038,BAS,Fluorescent,14.0,projected
Thailand,2038,BAS,Halogen,3.0,projected
Thailand,2038,BAS,LED,62.0,projected
Thailand,2039,BAS,Incandescent,6.0,projected
Thailand,2039,BAS,CFL,15.0,projected
Thailand,2039,BAS,Fluorescent,14.0,projected
Thailand,2039,BAS,Halogen,3.0,projected
Thailand,2039,BAS,LED,62.0,projected
Thailand,2040,BAS,Incandescent,6.0,projected
Thailand,2040,BAS,CFL,15.0,projected
Thailand,2040,BAS,Fluorescent,14.0,projected
Thailand,2040,BAS,Halogen,3.0,projected
Thailand,2040,BAS,LED,62.0,projected
Thailand,2041,BAS,Incandescent,6.0,projected
Thailand,2041,BAS,CFL,15.0,projected
Thailand,2041,BAS,Fluorescent,14.0,projected
Thailand,2041,BAS,Halogen,3.0,projected
Thailand,2041,BAS,LED,62.0,projected
Thailand,2042,BAS,Incandescent,6.0,projected
Thailand,2042,BAS,CFL,15.0,projected
Thailand,2042,BAS,Fluorescent,14.0,projected
Thailand,2042,BAS,Halogen,3.0,projected
Thailand,2042,BAS,LED,62.0,projected
Thailand,2043,BAS,Incandescent,6.0,projected
Thailand,2043,BAS,CFL,15.0,projected
Thailand,2043,BAS,Fluorescent,14.0,projected
Thailand,2043,BAS,Halogen,3.0,projected
Thailand,2043,BAS,LED,62.0,projected
Thailand,2044,BAS,Incandescent,6.0,projected
Thailand,2044,BAS,CFL,15.0,projected
Thailand,2044,BAS,Fluorescent,14.0,projected
Thailand,2044,BAS,Halogen,3.0,projected
Thailand,2044,BAS,LED,62.0,projected
Thailand,2045,BAS,Incandescent,6.0,projected
Thailand,2045,BAS,CFL,15.0,projected
Thailand,2045,BAS,Fluorescent,14.0,projected
Thailand,2045,BAS,Halogen,3.0,projected
Thailand,2045,BAS,LED,62.0,projected
Thailand,2046,BAS,Incandescent,6.0,projected
Thailand,2046,BAS,CFL,15.0,projected
Thailand,2046,BAS,Fluorescent,14.0,projected
Thailand,2046,BAS,Halogen,3.0,projected
Thailand,2046,BAS,LED,62.0,projected
Thailand,2047,BAS,Incandescent,6.0,projected
Thailand,2047,BAS,CFL,15.0,projected
Thailand,2047,BAS,Fluorescent,14.0,projected
Thailand,2047,BAS,Halogen,3.0,projected
Thailand,2047,BAS,LED,62.0,projected
Thailand,2048,BAS,Incandescent,6.0,projected
Thailand,2048,BAS,CFL,15.0,projected
Thailand,2048,BAS,Fluorescent,14.0,projected
Thailand,2048,BAS,Halogen,3.0,projected
Thailand,2048,BAS,LED,62.0,projected
Thailand,2049,BAS,Incandescent,6.0,projected
Thailand,2049,BAS,CFL,15.0,projected
Thailand,2049,BAS,Fluorescent,14.0,projected
Thailand,2049,BAS,Halogen,3.0,projected
Thailand,2049,BAS,LED,62.0,projected
Thailand,2050,BAS,Incandescent,6.0,projected
Thailand,2050,BAS,CFL,15.0,projected
Thailand,2050,BAS,Fluorescent,14.0,projected
Thailand,2050,BAS,Halogen,3.0,projected
Thailand,2050,BAS,LED,62.0,projected
Thailand,2051,BAS,Incandescent,6.0,projected
Thailand,2051,BAS,CFL,15.0,projected
Thailand,2051,BAS,Fluorescent,14.0,projected
Thailand,2051,BAS,Halogen,3.0,projected
Thailand,2051,BAS,LED,62.0,projected
Thailand,2052,BAS,Incandescent,6.0,projected
Thailand,2052,BAS,CFL,15.0,projected
Thailand,2052,BAS,Fluorescent,14.0,projected
Thailand,2052,BAS,Halogen,3.0,projected
Thailand,2052,BAS,LED,62.0,projected
Thailand,2053,BAS,Incandescent,6.0,projected
Thailand,2053,BAS,CFL,15.0,projected
Thailand,2053,BAS,Fluorescent,14.0,projected
Thailand,2053,BAS,Halogen,3.0,projected
Thailand,2053,BAS,LED,62.0,projected
Thailand,2054,BAS,Incandescent,6.0,projected
Thailand,2054,BAS,CFL,15.0,projected
Thailand,2054,BAS,Fluorescent,14.0,projected
Thailand,2054,BAS,Halogen,3.0,projected
Thailand,2054,BAS,LED,62.0,projected
Thailand,2055,BAS,Incandescent,6.0,projected
Thailand,2055,BAS,CFL,15.0,projected
Thailand,2055,BAS,Fluorescent,14.0,projected
Thailand,2055,BAS,Halogen,3.0,projected
Thailand,2055,BAS,LED,62.0,projected
Thailand,2056,BAS,Incandescent,6.0,projected
Thailand,2056,BAS,CFL,15.0,projected
Thailand,2056,BAS,Fluorescent,14.0,projected
Thailand,2056,BAS,Halogen,3.0,projected
Thailand,2056,BAS,LED,62.0,projected
Thailand,2057,BAS,Incandescent,6.0,projected
Thailand,2057,BAS,CFL,15.0,projected
Thailand,2057,BAS,Fluorescent,14.0,projected
Thailand,2057,BAS,Halogen,3.0,projected
Thailand,2057,BAS,LED,62.0,projected
Thailand,2058,BAS,Incandescent,6.0,projected
Thailand,2058,BAS,CFL,15.0,projected
Thailand,2058,BAS,Fluorescent,14.0,projected
Thailand,2058,BAS,Halogen,3.0,projected
Thailand,2058,BAS,LED,62.0,projected
Thailand,2059,BAS,Incandescent,6.0,projected
Thailand,2059,BAS,CFL,15.0,projected
Thailand,2059,BAS,Fluorescent,14.0,projected
Thailand,2059,BAS,Halogen,3.0,projected
Thailand,2059,BAS,LED,62.0,projected
Thailand,2060,BAS,Incandescent,6.0,projected
Thailand,2060,BAS,CFL,15.0,projected
Thailand,2060,BAS,Fluorescent,14.0,projected
Thailand,2060,BAS,Halogen,3.0,projected
Thailand,2060,BAS,LED,62.0,projected
Thailand,2025,ATS,Incandescent,6.0,projected
Thailand,2025,ATS,CFL,15.0,projected
Thailand,2025,ATS,Fluorescent,14.0,projected
Thailand,2025,ATS,Halogen,3.0,projected
Thailand,2025,ATS,LED,62.0,projected
Thailand,2026,ATS,Incandescent,5.7835,projected
Thailand,2026,ATS,CFL,14.4587,projected
Thailand,2026,ATS,Fluorescent,13.4948,projected
Thailand,2026,ATS,Halogen,2.8917,projected
Thailand,2026,ATS,LED,63.3712,projected
Thailand,2027,ATS,Incandescent,5.5125,projected
Thailand,2027,ATS,CFL,13.7812,projected
Thailand,2027,ATS,Fluorescent,12.8624,projected
Thailand,2027,ATS,Halogen,2.7562,projected
Thailand,2027,ATS,LED,65.0877,projected
Thailand,2028,ATS,Incandescent,5.1806,projected
Thailand,2028,ATS,CFL,12.9515,projected
Thailand,2028,ATS,Fluorescent,12.0881,projected
Thailand,2028,ATS,Halogen,2.5903,projected
Thailand,2028,ATS,LED,67.1894,projected
Thailand,2029,ATS,Incandescent,4.7851,projected
Thailand,2029,ATS,CFL,11.9626,projected
Thailand,2029,ATS,Fluorescent,11.1651,projected
Thailand,2029,ATS,Halogen,2.3925,projected
Thailand,2029,ATS,LED,69.6946,projected
Thailand,2030,ATS,Incandescent,4.3284,projected
Thailand,2030,ATS,CFL,10.821,projected
Thailand,2030,ATS,Fluorescent,10.0996,projected
Thailand,2030,ATS,Halogen,2.1642,projected
Thailand,2030,ATS,LED,72.5868,projected
Thailand,2031,ATS,Incandescent,3.8203,projected
Thailand,2031,ATS,CFL,9.5506,projected
Thailand,2031,ATS,Fluorescent,8.9139,projected
Thailand,2031,ATS,Halogen,1.9101,projected
Thailand,2031,ATS,LED,75.805,projected
Thailand,2032,ATS,Incandescent,3.2775,projected
Thailand,2032,ATS,CFL,8.1937,projected
Thailand,2032,ATS,Fluorescent,7.6475,projected
Thailand,2032,ATS,Halogen,1.6387,projected
Thailand,2032,ATS,LED,79.2425,projected
Thailand,2033,ATS,Incandescent,2.7225,projected
Thailand,2033,ATS,CFL,6.8063,projected
Thailand,2033,ATS,Fluorescent,6.3525,projected
Thailand,2033,ATS,Halogen,1.3613,projected
Thailand,2033,ATS,LED,82.7575,projected
Thailand,2034,ATS,Incandescent,2.1797,projected
Thailand,2034,ATS,CFL,5.4494,projected
Thailand,2034,ATS,Fluorescent,5.0861,projected
Thailand,2034,ATS,Halogen,1.0899,projected
Thailand,2034,ATS,LED,86.195,projected
Thailand,2035,ATS,Incandescent,1.6716,projected
Thailand,2035,ATS,CFL,4.179,projected
Thailand,2035,ATS,Fluorescent,3.9004,projected
Thailand,2035,ATS,Halogen,0.8358,projected
Thailand,2035,ATS,LED,89.4132,projected
Thailand,2036,ATS,Incandescent,1.2149,projected
Thailand,2036,ATS,CFL,3.0374,projected
Thailand,2036,ATS,Fluorescent,2.8349,projected
Thailand,2036,ATS,Halogen,0.6075,projected
Thailand,2036,ATS,LED,92.3054,projected
Thailand,2037,ATS,Incandescent,0.8194,projected
Thailand,2037,ATS,CFL,2.0485,projected
Thailand,2037,ATS,Fluorescent,1.9119,projected
Thailand,2037,ATS,Halogen,0.4097,projected
Thailand,2037,ATS,LED,94.8106,projected
Thailand,2038,ATS,Incandescent,0.4875,projected
Thailand,2038,ATS,CFL,1.2188,projected
Thailand,2038,ATS,Fluorescent,1.1376,projected
Thailand,2038,ATS,Halogen,0.2438,projected
Thailand,2038,ATS,LED,96.9123,projected
Thailand,2039,ATS,Incandescent,0.2165,projected
Thailand,2039,ATS,CFL,0.5413,projected
Thailand,2039,ATS,Fluorescent,0.5052,projected
Thailand,2039,ATS,Halogen,0.1083,projected
Thailand,2039,ATS,LED,98.6288,projected
Thailand,2040,ATS,Incandescent,0.0,projected
Thailand,2040,ATS,CFL,0.0,projected
Thailand,2040,ATS,Fluorescent,0.0,projected
Thailand,2040,ATS,Halogen,0.0,projected
Thailand,2040,ATS,LED,100.0,projected
Thailand,2041,ATS,Incandescent,0.0,projected
Thailand,2041,ATS,CFL,0.0,projected
Thailand,2041,ATS,Fluorescent,0.0,projected
Thailand,2041,ATS,Halogen,0.0,projected
Thailand,2041,ATS,LED,100.0,projected
Thailand,2042,ATS,Incandescent,0.0,projected
Thailand,2042,ATS,CFL,0.0,projected
Thailand,2042,ATS,Fluorescent,0.0,projected
Thailand,2042,ATS,Halogen,0.0,projected
Thailand,2042,ATS,LED,100.0,projected
Thailand,2043,ATS,Incandescent,0.0,projected
Thailand,2043,ATS,CFL,0.0,projected
Thailand,2043,ATS,Fluorescent,0.0,projected
Thailand,2043,ATS,Halogen,0.0,projected
Thailand,2043,ATS,LED,100.0,projected
Thailand,2044,ATS,Incandescent,0.0,projected
Thailand,2044,ATS,CFL,0.0,projected
Thailand,2044,ATS,Fluorescent,0.0,projected
Thailand,2044,ATS,Halogen,0.0,projected
Thailand,2044,ATS,LED,100.0,projected
Thailand,2045,ATS,Incandescent,0.0,projected
Thailand,2045,ATS,CFL,0.0,projected
Thailand,2045,ATS,Fluorescent,0.0,projected
Thailand,2045,ATS,Halogen,0.0,projected
Thailand,2045,ATS,LED,100.0,projected
Thailand,2046,ATS,Incandescent,0.0,projected
Thailand,2046,ATS,CFL,0.0,projected
Thailand,2046,ATS,Fluorescent,0.0,projected
Thailand,2046,ATS,Halogen,0.0,projected
Thailand,2046,ATS,LED,100.0,projected
Thailand,2047,ATS,Incandescent,0.0,projected
Thailand,2047,ATS,CFL,0.0,projected
Thailand,2047,ATS,Fluorescent,0.0,projected
Thailand,2047,ATS,Halogen,0.0,projected
Thailand,2047,ATS,LED,100.0,projected
Thailand,2048,ATS,Incandescent,0.0,projected
Thailand,2048,ATS,CFL,0.0,projected
Thailand,2048,ATS,Fluorescent,0.0,projected
Thailand,2048,ATS,Halogen,0.0,projected
Thailand,2048,ATS,LED,100.0,projected
Thailand,2049,ATS,Incandescent,0.0,projected
Thailand,2049,ATS,CFL,0.0,projected
Thailand,2049,ATS,Fluorescent,0.0,projected
Thailand,2049,ATS,Halogen,0.0,projected
Thailand,2049,ATS,LED,100.0,projected
Thailand,2050,ATS,Incandescent,0.0,projected
Thailand,2050,ATS,CFL,0.0,projected
Thailand,2050,ATS,Fluorescent,0.0,projected
Thailand,2050,ATS,Halogen,0.0,projected
Thailand,2050,ATS,LED,100.0,projected
Thailand,2051,ATS,Incandescent,0.0,projected
Thailand,2051,ATS,CFL,0.0,projected
Thailand,2051,ATS,Fluorescent,0.0,projected
Thailand,2051,ATS,Halogen,0.0,projected
Thailand,2051,ATS,LED,100.0,projected
Thailand,2052,ATS,Incandescent,0.0,projected
Thailand,2052,ATS,CFL,0.0,projected
Thailand,2052,ATS,Fluorescent,0.0,projected
Thailand,2052,ATS,Halogen,0.0,projected
Thailand,2052,ATS,LED,100.0,projected
Thailand,2053,ATS,Incandescent,0.0,projected
Thailand,2053,ATS,CFL,0.0,projected
Thailand,2053,ATS,Fluorescent,0.0,projected
Thailand,2053,ATS,Halogen,0.0,projected
Thailand,2053,ATS,LED,100.0,projected
Thailand,2054,ATS,Incandescent,0.0,projected
Thailand,2054,ATS,CFL,0.0,projected
Thailand,2054,ATS,Fluorescent,0.0,projected
Thailand,2054,ATS,Halogen,0.0,projected
Thailand,2054,ATS,LED,100.0,projected
Thailand,2055,ATS,Incandescent,0.0,projected
Thailand,2055,ATS,CFL,0.0,projected
Thailand,2055,ATS,Fluorescent,0.0,projected
Thailand,2055,ATS,Halogen,0.0,projected
Thailand,2055,ATS,LED,100.0,projected
Thailand,2056,ATS,Incandescent,0.0,projected
Thailand,2056,ATS,CFL,0.0,projected
Thailand,2056,ATS,Fluorescent,0.0,projected
Thailand,2056,ATS,Halogen,0.0,projected
Thailand,2056,ATS,LED,100.0,projected
Thailand,2057,ATS,Incandescent,0.0,projected
Thailand,2057,ATS,CFL,0.0,projected
Thailand,2057,ATS,Fluorescent,0.0,projected
Thailand,2057,ATS,Halogen,0.0,projected
Thailand,2057,ATS,LED,100.0,projected
Thailand,2058,ATS,Incandescent,0.0,projected
Thailand,2058,ATS,CFL,0.0,projected
Thailand,2058,ATS,Fluorescent,0.0,projected
Thailand,2058,ATS,Halogen,0.0,projected
Thailand,2058,ATS,LED,100.0,projected
Thailand,2059,ATS,Incandescent,0.0,projected
Thailand,2059,ATS,CFL,0.0,projected
Thailand,2059,ATS,Fluorescent,0.0,projected
Thailand,2059,ATS,Halogen,0.0,projected
Thailand,2059,ATS,LED,100.0,projected
Thailand,2060,ATS,Incandescent,0.0,projected
Thailand,2060,ATS,CFL,0.0,projected
Thailand,2060,ATS,Fluorescent,0.0,projected
Thailand,2060,ATS,Halogen,0.0,projected
Thailand,2060,ATS,LED,100.0,projected
Thailand,2025,RAS,Incandescent,6.0,projected
Thailand,2025,RAS,CFL,15.0,projected
Thailand,2025,RAS,Fluorescent,14.0,projected
Thailand,2025,RAS,Halogen,3.0,projected
Thailand,2025,RAS,LED,62.0,projected
Thailand,2026,RAS,Incandescent,5.5758,projected
Thailand,2026,RAS,CFL,13.9394,projected
Thailand,2026,RAS,Fluorescent,13.0101,projected
Thailand,2026,RAS,Halogen,2.7879,projected
Thailand,2026,RAS,LED,64.6868,projected
Thailand,2027,RAS,Incandescent,5.0523,projected
Thailand,2027,RAS,CFL,12.6308,projected
Thailand,2027,RAS,Fluorescent,11.7888,projected
Thailand,2027,RAS,Halogen,2.5262,projected
Thailand,2027,RAS,LED,68.0019,projected
Thailand,2028,RAS,Incandescent,4.4336,projected
Thailand,2028,RAS,CFL,11.084,projected
Thailand,2028,RAS,Fluorescent,10.3451,projected
Thailand,2028,RAS,Halogen,2.2168,projected
Thailand,2028,RAS,LED,71.9205,projected
Thailand,2029,RAS,Incandescent,3.7383,projected
Thailand,2029,RAS,CFL,9.3458,projected
Thailand,2029,RAS,Fluorescent,8.7227,projected
Thailand,2029,RAS,Halogen,1.8692,projected
Thailand,2029,RAS,LED,76.324,projected
Thailand,2030,RAS,Incandescent,3.0,projected
Thailand,2030,RAS,CFL,7.5,projected
Thailand,2030,RAS,Fluorescent,7.0,projected
Thailand,2030,RAS,Halogen,1.5,projected
Thailand,2030,RAS,LED,81.0,projected
Thailand,2031,RAS,Incandescent,2.2617,projected
Thailand,2031,RAS,CFL,5.6542,projected
Thailand,2031,RAS,Fluorescent,5.2773,projected
Thailand,2031,RAS,Halogen,1.1308,projected
